snap(0,0,0)

sky(100,100,100)
fog(100,100,100)
ground(100,100,100)

fadefrom(1000000)

name(The Criss Cross Crash)

nlaps(5)

fix(41,0,0,100000,0)

chk(40,10000,5000,250,90)
set(14,11500,5000,250,180)pt
set(10,11500,9000,250,0)p
chk(40,11500,11000,250,0)
set(14,11500,13000,250,-90)pt
set(10,6200,13000,250,90)p
chk(40,4000,13000,250,90)
set(14,2000,13000,250,0)pt
set(22,9200,13000,250,90)
set(10,2000,8500,250,0)p
set(10,2000,4500,250,0)p
set(10,2000,-1000,250,0)p

set(10,2000,-4500,250,0)p
set(14,2000,-9000,250,90)pt
chk(40,4000,-9000,250,90)
set(10,6200,-9000,250,90)p
set(14,11500,-9000,250,180)pt
chk(40,11500,-7000,250,0)
set(10,11500,-5000,250,0)p
set(14,11500,-1000,250,-90)pt
chk(40,10000,-1000,250,90)
set(22,9200,-9000,250,90)
set(10,7200,-1000,250,90)p
set(10,2200,-1000,250,90)p
set(33,0,-1000,250,90)
set(10,-2200,-1000,250,90)p

set(10,-7200,-1000,250,90)p
chk(40,-10000,-1000,250,90)
set(14,-11500,-1000,250,0)pt
set(10,-11500,-5000,250,0)p
chk(40,-11500,-7000,250,0)
set(14,-11500,-9000,250,90)pt
set(10,-6200,-9000,250,90)p
chk(40,-4000,-9000,250,90)
set(14,-2000,-9000,250,180)pt
set(22,-9200,-9000,250,90)
set(10,-2000,-4500,250,0)p
set(10,-2000,-1000,250,0)p

set(10,-2000,4500,250,0)p
set(10,-2000,8500,250,0)p
set(14,-2000,13000,250,-90)pt
chk(40,-4000,13000,250,90)
set(10,-6200,13000,250,90)p
set(14,-11500,13000,250,0)pt
chk(40,-11500,11000,250,0)
set(10,-11500,9000,250,0)p
set(14,-11500,5000,250,90)pt
chk(40,-10000,5000,250,90)
set(22,-9200,13000,250,90)
set(10,-7200,5000,250,90)p
set(10,-2200,5000,250,90)p
set(33,0,5000,250,-90)
set(10,2200,5000,250,90)p
set(10,7200,5000,250,90)p
