snap(99,99,-99)
sky(100000,100000,100000)
fog(0,0,0) 
ground(100000,100000,100000)


fadefrom(13865)

name(The Golden Stage)

nlaps(2)

set(10,0,0,250,0)p
set(10,0,5600,250,0)p
set(10,0,11200,250,0)p
set(10,0,16000,250,0)p
set(31,0,20109,250,0)pr
set(23,0,21789,250,180)p
set(23,0,31411,250,0)p
set(30,0,33091,250,180)p
set(10,0,39200,250,0)p
set(10,0,44800,250,0)p
set(10,0,50400,250,0)
chk(40,0,50400,250,0)
set(14,0,54950,250,-90)pt
set(10,-4550,54950,250,90)p
set(10,-10150,54950,250,90)p
set(10,-15750,54950,250,90)p
set(10,-21350,54950,250,90)p
chk(40,-23100,54950,250,90)
set(14,-25900,54950,250,90)pt
set(10,-25900,59500,250,0)p
set(10,-25900,65100,250,0)p
set(10,-25900,70700,250,0)p
set(14,-25900,75250,250,0)pt
set(10,-21350,75250,250,90)
chk(40,-21350,75250,250,90)
set(14,-16800,75250,250,-90)pt
set(10,-16800,70700,250,180)p
set(10,-16800,65100,250,0)
set(23,-16800,58000,250,0)
set(31,-16800,58991,250,180)pr

fix(37,-16800,54950,-2900,0)

set(23,-16800,51900,250,180)
set(10,-16800,47950,250,180)p
set(31,-16800,50909,250,0)p

set(10,-16800,42350,250,0)p
set(10,-16800,36750,250,0)p
set(10,-16800,31150,250,0)p
chk(40,-16800,28350,250,0)
set(14,-16800,26600,250,90)pt

set(20,-12250,26600,250,90)p
set(15,-6650,26600,250,90)p
set(15,-1050,26600,250,90)
set(35,-3800,26600,250,90)pr
fix(41,-1200,26600,-1000,180)s
set(35,1400,26600,250,90)
set(15,4550,26600,250,90)p
set(17,9100,26600,250,-90)pt
set(20,9100,22050,250,180)p
set(23,9100,14000,250,180)
set(31,9100,15941,250,180)pr
fix(38,9100,13941,-1200,180)
set(31,9100,11941,250,0)pr

set(10,9100,11200,250,180)p
set(10,9100,5600,250,180)p
set(10,9100,0,250,180)p
chk(40,9100,-2800,250,0)
set(14,9100,-4550,250,180)pt
set(10,4550,-4550,250,90)p
set(14,0,-4550,250,90)pt

set(24,-10000,-2800,250,180)po
set(15,-10000,0,250,0)p
set(15,-10000,5600,250,0)p
set(15,-10000,11200,250,0)p
set(35,-10000,11400,250,0)pr
fix(41,-10000,14000,-1000,0)s
set(15,-10000,16800,250,180)
set(35,-10000,16410,250,0)
set(24,-10000,19600,250,0)po

set(23,10000,32800,250,0)po
set(10,10000,35600,250,0)p
set(10,10000,41200,250,0)p
set(10,10000,46800,250,180)p
set(26,10000,50200,250,0)pr
fix(41,10000,54000,-1400,0)s
set(23,10000,57200,250,0)p
set(10,10000,60000,250,0)

set(48,0,65000,250,45)
set(48,0,65000,250,-45)

set(14,-18000,-5000,250,180)
set(10,-18000,-450,250,0)
set(10,-18000,5150,250,0)
set(26,-18000,12750,250,180)
set(26,-18000,10750,250,0)
set(10,-18000,10750,250,0)
set(10,-18000,16350,250,0)
set(10,-18000,21950,250,0)
set(14,-18000,26500,250,-90)
set(10,-22550,26500,250,90)
set(14,-27100,26500,250,0)
set(10,-27100,21950,250,180)
set(10,-27100,16350,250,180)
set(10,-27100,10750,250,0)
set(10,-27100,5150,250,0)
set(10,-27100,-450,250,0)
set(14,-27100,-5000,250,90)
set(10,-22550,-5000,250,-90)

set(10,10000,60000,250,0)

set(23,10000,62800,250,180)p
