snap(10,10,10)

sky(100,100,100)
fog(0,0,0) 
ground(1000,1000,1000)

fadefrom(10000)

name(The NEED For SPEED)
nlaps(1)

set(11,0,1000000,250,0)
set(11,-7000,31000,250,900)

set(10,0,0,250,0)p
set(10,0,5000,250,0)p
set(10,0,10000,250,0)p
set(30,0,10000,250,0)
set(10,0,15000,250,0)p
set(10,0,20000,250,0)p
set(10,0,25000,250,0)p
set(10,0,30000,250,0)p
chk(40,0,32000,250,0)
set(14,0,34000,250,-90)
set(14,-3500,34000,250,0)pt
set(20,-3500,30000,250,0)p
set(35,-3500,25000,250,180)pr
set(34,-3500,20000,250,900)
set(15,-3500,25000,250,180)p
set(15,-3500,20000,250,180)p
set(15,-3500,15000,250,180)p
set(15,-3500,10000,250,180)p
set(15,-3500,5000,250,180)p
set(15,-3500,0,250,180)p
set(15,-3500,-5000,250,180)p
set(15,-3500,-10000,250,180)p
set(15,-3500,-15000,250,180)p
set(33,-3500,15000,250,900)
set(33,-3500,10000,250,0)
set(33,-3500,5000,250,0)
set(33,-3500,0,250,900)
set(33,-3500,-5000,250,0)
set(33,-3500,-10000,250,900)
set(33,-3500,-15000,250,900)
chk(42,-5300,-19500,250,90)
set(17,-3500,-19500,250,180)
set(17,-7000,-19500,250,90)pt
set(20,-7000,-15000,250,0)
set(10,-7000,-10000,250,0)
set(10,-7000,-5000,250,0)
set(10,-7000,0,250,0)
set(31,-7000,5000,250,0)
set(31,-7000,9000,250,180)
fix(41,-7000,14000,-4250,0)
fix(31,-7000,13000,-3000,0)
fix(31,-7000,19000,-5250,0)
fix(31,-7000,25000,-7850,0)
fix(31,-7000,31000,-11000,0)
set(23,-7000,11500,250,180)
set(23,-7000,28200,250,0)
set(10,-7000,31000,250,0)
set(10,-7000,32000,250,0)p
chk(40,-7000,34000,250,0)
set(14,-7000,36000,250,-90)
set(14,-10000,36000,250,0)pt
set(10,-10000,32000,250,0)p
set(37,-10000,30000,250,900)
set(30,-10000,27000,250,180)pr
set(10,-10000,27000,250,0)p
set(37,-10000,25000,250,900)
set(10,-10000,22000,250,0)p
set(28,-10000,20000,250,0)
set(37,-10000,20000,250,900)
set(10,-10000,17000,250,0)p
set(37,-10000,15000,250,900)
set(10,-10000,12000,250,0)p
set(37,-10000,10000,250,900)
set(10,-10000,7000,250,0)p
set(37,-10000,5000,250,900)
set(10,-10000,2000,250,0)p
set(37,-10000,0,250,900)
set(10,-10000,-2000,250,0)p
set(37,-10000,-5000,250,900)
set(10,-10000,-7000,250,0)p
set(29,-10000,-10000,250,900)
set(10,-10000,-12000,250,0)p
set(10,-10000,-17000,250,0)p
set(10,-10000,-22000,250,0)p
chk(38,-10000,-25500,250,0)
set(18,-10000,-29000,250,0)
set(18,-10000,-34000,250,0)
set(18,-10000,-39000,250,0)
chk(40,-10500,-42500,250,-45)
set(19,-10000,-43000,250,180)
set(18,-14000,-43000,250,90)p
set(40,-17500,-42500,250,45)p
chk(40,-17500,-42500,250,45)
set(19,-18000,-43000,250,90)
set(18,-18000,-39000,250,0)p
set(18,-18000,-34000,250,0)p
set(18,-18000,-30000,250,0)p
chk(40,-17500,-26000,250,-45)
set(19,-18000,-25500,250,0)
set(18,-14000,-25500,250,90)p
set(18,-10000,-25500,250,90)p
chk(38,-10000,-25500,250,90)
set(18,-4500,-25500,250,90)p
chk(40,-500,-25000,250,-45)
set(19,0,-25500,250,180)
set(18,0,-21500,250,0)p
set(18,0,-16400,250,0)p
set(18,0,-11300,250,0)p
set(18,0,-6200,250,0)p
chk(29,0,-4000,250,0)
set(29,0,-4000,250,180)
set(22,0,-2900,250,0)p
